Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 25 - Expenses Allocable To Sales Income (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 26 - Expenses Allocable To Gross Income From Performance Of Services (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 27 - Net Short-term Capital Loss (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 28 - Net Long-term Capital Loss (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 29 - Collectibles Loss (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 30 - Net Section 1231 Loss (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 31 - Other Losses (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 31 - Other Losses (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 31 - Other Losses (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 31 - Other Losses (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 31 - Other Losses (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 31 - Other Losses (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 31 - Other Losses (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 33 - Allocable Rental Expenses—depreciation (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 33 - Allocable Rental Expenses—depreciation (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 33 - Allocable Rental Expenses—depreciation (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 33 - Allocable Rental Expenses—depreciation (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 33 - Allocable Rental Expenses—depreciation (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 33 - Allocable Rental Expenses—depreciation (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 33 - Allocable Rental Expenses—depreciation (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 34 - Allocable Rental Expenses—other Than Depreciation (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 34 - Allocable Rental Expenses—other Than Depreciation (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 34 - Allocable Rental Expenses—other Than Depreciation (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 34 - Allocable Rental Expenses—other Than Depreciation (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 34 - Allocable Rental Expenses—other Than Depreciation (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 34 - Allocable Rental Expenses—other Than Depreciation (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 34 - Allocable Rental Expenses—other Than Depreciation (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 35 - Allocable Royalty And Licensing Expenses—depreciation (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 35 - Allocable Royalty And Licensing Expenses—depreciation (B) Foreign Branch Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 35 - Allocable Royalty And Licensing Expenses—depreciation (C) Passive Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 35 - Allocable Royalty And Licensing Expenses—depreciation (D) General Category Income,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 35 - Allocable Royalty And Licensing Expenses—depreciation (E) Other,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 35 - Allocable Royalty And Licensing Expenses—depreciation (F) Sourced By Partner,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 35 - Allocable Royalty And Licensing Expenses—depreciation (G) Total,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 36 - Allocable Royalty And Licensing Expenses—other Than Depreciation (A) Us Source,,
Part II -  Foreign Tax Credit Limitation,Section 2 - Deductions, 36 - Allocable Royalty And Licensing Expenses—other Than Depreciation (B) Foreign Branch Category Income,,
